#Thu Sep 23 15:52:04 2021
# This file defines the common-mode range for the online zero-suppression for the GEM DAQ. Copy its contents into (location TBD) to set these values for detector bb.gem
# format = crate     slot      mpd_id     adc_ch      commonmode min      commonmode max
          20          11          20          14         259         593
          20          11          21          10         218         656
          20          11          21          11         224         659
          20          11          21          12         286         548
          20          11          21          13         425         467
          20          11          22          10         255         651
          20          11          22          11         338         618
          20          11          22          12         326         606
          20          11          22          13         259         603
          20          11          22          14         141         584
          20          11          23          10         420         727
          20          11          23          11         401         780
          20          11          23          12         341         684
          20          11          23          13         316         639
          20          11           0           0         578         670
          20          11           0           1         664         730
          20          11           0           2         512         607
          20          11           0           3         613         691
          20          11           0           4         701         769
          20          11           0           5         493         563
          20          11           0           6         758         843
          20          11           0           7         752         827
          20          11           0           8         588         659
          20          11           0           9         568         660
          20          11           0          10         633         703
          20          11           0          11         779         867
          20          11           4          10         482         606
          20          11           4          11         450         547
          20          11           4          12         491         582
          20          11           4          13         478         554
          20          11           4          14         419         504
          20          11           5           0         495         585
          20          11           5           1         588         670
          20          11           5           2         551         628
          20          11           5           3         419         503
          20          11           5           4         577         662
          20          11           1           0         481         630
          20          11           1           1         713         792
          20          11           1           2         520         619
          20          11           1           3         478         555
          20          11           1           4         605         680
          20          11           1           5         654         735
          20          11           1           6         691         775
          20          11           1           7         655         733
          20          11           1           8         595         675
          20          11           1           9         625         699
          20          11           1          10         563         644
          20          11           1          11           0           0
          20          11           4           5         466         573
          20          11           4           6         480         562
          20          11           4           7         337         416
          20          11           4           8         490         580
          20          11           4           9         370         454
          20          11           5           5         497         622
          20          11           5           6         373         458
          20          11           5           7         493         595
          20          11           5           8         353         464
          20          11           5           9         619         720
          20          11           2           0         524         648
          20          11           2           1         527         604
          20          11           2           2         337         443
          20          11           2           3         413         495
          20          11           2           4         508         600
          20          11           2           5         532         623
          20          11           2           6         565         666
          20          11           2           7         431         511
          20          11           2           8         624         704
          20          11           2           9         715         803
          20          11           2          10         378         462
          20          11           2          11         602         716
          20          11           4           0         431         530
          20          11           4           1         512         602
          20          11           4           2         514         605
          20          11           4           3         552         643
          20          11           4           4         494         584
          20          11           5          10         442         557
          20          11           5          11         255         355
          20          11           5          12         250         339
          20          11           5          13         477         569
          20          11           5          14         479         580
          20          11           3           0         389         546
          20          11           3           1         411         482
          20          11           3           2         330         422
          20          11           3           3         362         437
          20          11           3           4         357         431
          20          11           3           5         468         544
          20          11           3           6         578         668
          20          11           3           7         503         585
          20          11           3           8         568         651
          20          11           3           9         518         597
          20          11           3          10         645         717
          20          11           3          11         555         659
          20          11           6           0         589         721
          20          11           6           1         681         794
          20          11           6           2         470         677
          20          11           6           3         689         786
          20          11           6           4         642         726
          20          11           6           8         450         542
          20          11           6           9         387         462
          20          11           6          10         405         506
          20          11           6          11         419         510
          20          11           6          12         448         541
